"Participant","ParticipantGender","ParticipantAge","InterviewTime","Noun","Age","Gender","Education","Group","ItemType","GramGender","Item","Sentence"
29,"female",20,659.42,"lou",4,7,4,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
30,"female",19,619.32,"lou",3,6,4,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
31,"female",18,536,"lou",3,7,6,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
34,"female",20,487.27,"lou",3,7,6,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
35,"female",26,1138.58,"lou",2,7,5,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
36,"N/A",NA,480.71,"lou",2,7,5,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
39,"female",21,446.09,"lou",2,7,4,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
40,"female",21,463.05,"lou",4,7,5,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
41,"male",NA,1038.37,"lou",2,3,3,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
42,"male",18,833.13,"lou",3,7,4,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
43,"N/A",24,726.77,"lou",3,5,4,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
49,"female",19,683.57,"lou",3,7,5,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
50,"female",30,436.5,"lou",2,4,4,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
51,"female",22,346.04,"lou",2,7,5,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
54,"female",19,458.76,"lou",2,7,5,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
55,"female",18,606.61,"lou",4,7,5,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
56,"female",21,1185.48,"lou",4,7,5,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
57,"female",25,753.56,"lou",4,4,4,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
59,"female",20,670.1,"lou",4,7,4,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
60,"male",20,998.68,"lou",2,6,3,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
61,"male",26,3592.14,"lou",4,4,4,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
63,"male",21,882.31,"lou",3,7,4,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
65,"female",18,722.67,"lou",3,6,4,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
67,"female",23,539.78,"lou",5,4,5,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
68,"female",22,1150.76,"lou",5,5,5,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
69,"male",23,859.27,"lou",3,5,4,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
70,"female",26,599.13,"lou",2,7,5,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
72,"N/A",22,617.36,"lou",1,7,3,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
73,"female",23,558.71,"lou",1,7,5,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
74,"female",29,453.76,"lou",4,7,4,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
76,"female",20,488.74,"lou",3,4,6,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
77,"male",29,483.71,"lou",2,7,4,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
81,"male",30,842.67,"lou",2,7,4,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
6,"female",19,385.64,"lou",2,7,5,"1","filler","","Lou","Lou se rend au commissariat pour un témoignage."
2,"female",19,2681.81,"camille",4,7,3,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
3,"N/A",18,992.31,"camille",5,5,5,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
7,"male",19,1154.09,"camille",4,6,2,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
8,"male",37,892.48,"camille",4,4,3,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
9,"female",18,816.55,"camille",4,5,2,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
13,"female",21,497.44,"camille",5,5,5,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
15,"male",27,382.12,"camille",4,7,4,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
16,"female",19,750.69,"camille",5,4,5,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
18,"female",25,1068.98,"camille",4,5,6,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
19,"N/A",20,1161.86,"camille",4,5,6,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
20,"male",20,2558.41,"camille",4,7,4,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
21,"female",22,843.78,"camille",4,7,3,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
24,"female",21,528.61,"camille",4,4,4,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
26,"female",22,928.96,"camille",4,7,4,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
27,"female",26,381.79,"camille",4,7,2,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
28,"male",22,427.25,"camille",4,6,4,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
29,"female",20,659.42,"camille",4,7,4,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
30,"female",19,619.32,"camille",4,7,4,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
31,"female",18,536,"camille",4,4,7,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
34,"female",20,487.27,"camille",6,4,5,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
35,"female",26,1138.58,"camille",2,7,4,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
36,"N/A",NA,480.71,"camille",5,5,4,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
39,"female",21,446.09,"camille",3,7,4,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
40,"female",21,463.05,"camille",4,7,5,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
41,"male",NA,1038.37,"camille",3,5,5,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
42,"male",18,833.13,"camille",4,7,5,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
43,"N/A",24,726.77,"camille",3,2,4,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
49,"female",19,683.57,"camille",5,4,5,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
50,"female",30,436.5,"camille",4,5,4,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
51,"female",22,346.04,"camille",5,7,5,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
54,"female",19,458.76,"camille",3,7,5,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
55,"female",18,606.61,"camille",4,6,4,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
56,"female",21,1185.48,"camille",5,7,4,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
57,"female",25,753.56,"camille",5,4,4,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
59,"female",20,670.1,"camille",5,5,4,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
60,"male",20,998.68,"camille",3,4,4,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
61,"male",26,3592.14,"camille",4,5,4,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
63,"male",21,882.31,"camille",4,7,4,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
65,"female",18,722.67,"camille",4,5,5,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
67,"female",23,539.78,"camille",6,4,4,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
68,"female",22,1150.76,"camille",4,4,4,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
69,"male",23,859.27,"camille",4,5,5,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
70,"female",26,599.13,"camille",3,7,4,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
72,"N/A",22,617.36,"camille",5,4,5,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
73,"female",23,558.71,"camille",4,7,4,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
74,"female",29,453.76,"camille",4,7,4,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
76,"female",20,488.74,"camille",4,4,5,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
77,"male",29,483.71,"camille",3,6,5,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
81,"male",30,842.67,"camille",4,7,4,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
6,"female",19,385.64,"camille",4,6,4,"1","filler","","Camille","Camille ira chercher les enfants à l’école."
2,"female",19,2681.81,"sacha",3,4,6,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
3,"N/A",18,992.31,"sacha",4,4,5,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
7,"male",19,1154.09,"sacha",1,3,5,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
8,"male",37,892.48,"sacha",2,2,3,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
9,"female",18,816.55,"sacha",2,2,5,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
13,"female",21,497.44,"sacha",3,3,6,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
15,"male",27,382.12,"sacha",2,5,5,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
16,"female",19,750.69,"sacha",3,2,5,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
18,"female",25,1068.98,"sacha",3,4,6,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
19,"N/A",20,1161.86,"sacha",2,4,5,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
20,"male",20,2558.41,"sacha",3,2,5,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
21,"female",22,843.78,"sacha",2,1,5,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
24,"female",21,528.61,"sacha",3,3,4,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
26,"female",22,928.96,"sacha",2,1,5,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
27,"female",26,381.79,"sacha",3,4,6,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
28,"male",22,427.25,"sacha",2,1,5,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
29,"female",20,659.42,"sacha",4,1,6,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
30,"female",19,619.32,"sacha",3,4,5,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
31,"female",18,536,"sacha",3,4,5,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
34,"female",20,487.27,"sacha",3,4,6,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
35,"female",26,1138.58,"sacha",2,2,5,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
36,"N/A",NA,480.71,"sacha",4,4,5,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
39,"female",21,446.09,"sacha",3,1,6,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
40,"female",21,463.05,"sacha",2,1,5,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
41,"male",NA,1038.37,"sacha",4,2,5,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
42,"male",18,833.13,"sacha",3,1,6,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
43,"N/A",24,726.77,"sacha",3,4,3,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
49,"female",19,683.57,"sacha",3,3,5,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
50,"female",30,436.5,"sacha",3,3,4,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
51,"female",22,346.04,"sacha",3,1,5,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
54,"female",19,458.76,"sacha",3,1,7,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
55,"female",18,606.61,"sacha",3,4,5,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
56,"female",21,1185.48,"sacha",3,1,5,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
57,"female",25,753.56,"sacha",4,4,4,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
59,"female",20,670.1,"sacha",3,4,5,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
60,"male",20,998.68,"sacha",3,4,4,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
61,"male",26,3592.14,"sacha",3,4,5,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
63,"male",21,882.31,"sacha",2,1,4,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
65,"female",18,722.67,"sacha",2,6,3,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
67,"female",23,539.78,"sacha",2,4,6,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
68,"female",22,1150.76,"sacha",3,4,6,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
69,"male",23,859.27,"sacha",3,4,6,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
70,"female",26,599.13,"sacha",3,4,5,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
72,"N/A",22,617.36,"sacha",4,4,5,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
73,"female",23,558.71,"sacha",1,1,7,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
74,"female",29,453.76,"sacha",3,1,7,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
76,"female",20,488.74,"sacha",2,4,6,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
77,"male",29,483.71,"sacha",2,3,3,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
81,"male",30,842.67,"sacha",2,1,3,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
6,"female",19,385.64,"sacha",3,2,5,"1","filler","","Sacha","Sacha revient de la bibliothèque. "
2,"female",19,2681.81,"alex",3,2,4,"1","filler","","Alex","Alex part en randonnée tout le week-end."
3,"N/A",18,992.31,"alex",3,4,4,"1","filler","","Alex","Alex part en randonnée tout le week-end."
7,"male",19,1154.09,"alex",2,2,3,"1","filler","","Alex","Alex part en randonnée tout le week-end."
8,"male",37,892.48,"alex",3,1,5,"1","filler","","Alex","Alex part en randonnée tout le week-end."
9,"female",18,816.55,"alex",2,4,4,"1","filler","","Alex","Alex part en randonnée tout le week-end."
13,"female",21,497.44,"alex",3,3,5,"1","filler","","Alex","Alex part en randonnée tout le week-end."
15,"male",27,382.12,"alex",3,1,3,"1","filler","","Alex","Alex part en randonnée tout le week-end."
16,"female",19,750.69,"alex",3,4,6,"1","filler","","Alex","Alex part en randonnée tout le week-end."
18,"female",25,1068.98,"alex",3,4,6,"1","filler","","Alex","Alex part en randonnée tout le week-end."
